recipe_id,display_name,building_id,input_1,qty_1,input_2,qty_2,input_3,qty_3,input_4,qty_4,input_5,qty_5,input_6,qty_6,energy_req,output_1,output_qty_1,output_2,output_qty_2,output_3,output_qty_3,output_4,output_qty_4,output_5,output_qty_5,requirements,pollution_output,pollution_sensitivity,category,terminal_turns
r_074,Methane Pyrolysis,electrolyser,processed_oil,6,,,,,,,,,,,10,hydrogen,4,graphite,1,,,,,,,,,,Extraction,
r_075,Water Electrolysis,electrolyser,pure_water,10,,,,,,,,,,,10,hydrogen,4,oxygen,2,,,,,,,,,,Extraction,
r_076,Membraneless Electrolysis,electrolyser,pure_water,10,,,,,,,,,,,6,hydrogen,6,oxygen,3,,,,,,,,,,Extraction,
r_077,Fluidised Bed Reactor + CZ Silicon,chem_plant,metallurgical_silicon,4,industrial_acids,2,hydrogen,2,alloy_ingots,1,,,,,6,polysilicon,8,,,,,,,,,,1,,Extraction,
r_078,Electric Calcination Alumina,chem_plant,bauxite_ore,2,hydrogen,2,sodium_hydroxide,1,,,,,,,8,alumina,3,,,,,,,,,,1,,Extraction,
r_079,ELYSIS Aluminium,eaf,alumina,2,chem_salts,2,,,,,,,,,9,aluminium,2,,,,,,,,,alloy_metal_ingots,1,,Extraction,
r_080,Aluminium Direct Carbothermic Electrolysis,eaf,alumina,2,graphite,1,,,,,,,,,12,aluminium,3,,,,,,,,,,1,,Extraction,
r_081,Oxygen Free High Conductivity Copper ,eaf,copper_ore,2,noble_gases,1,,,,,,,,,8,copper_ingots,4,,,,,,,,,,,,Extraction,
r_082,Copper Blistering,furnace,copper_ore,1,,,,,,,,,,,6,copper_ingots,2,,,,,,,,,,1,,Extraction,
r_083,Oxygen Air Separation,chem_plant,,,,,,,,,,,,,12,oxygen,2,noble_gases,4,,,,,,,,,,Extraction,
r_084,Nitrogen Air Separation,chem_plant,,,,,,,,,,,,,10,nitrogen,6,,,,,,,,,,,,Extraction,
r_085,Steam Methane Reforming,petro_refinery,methane,3,pure_water,3,,,,,,,,,4,hydrogen,3,co2,3,,,,,,,,2,,Extraction,
r_086,Direct Injection Hydrogen Engines,assembly_plant,aluminium,3,hq_steel,1,cpu,1,alloy_ingots,1,,,,,4,engine,5,,,,,,,,,,,,Extraction,
r_087,Sustainable Food Production,farm,fertilisers,1,,,,,,,,,,,1,food,4,biomass,2,waste_water,1,,,,,,,,Extraction,
r_088,Strip Farming,farm,fertilisers,4,pure_water,2,,,,,,,,,2,food,10,biomass,5,waste_water,3,,,,,,1,,Extraction,20
r_089,Mixed Crop Sustainable Farming,farm,,,,,,,,,,,,,1,food,4,fabric_crops,1,oil_crops,1,waste_water,1,,,,,,Extraction,
r_090,Agri Solar Farming,farm,,,,,,,,,,,,,0,food,5,waste_water,1,,,,,,,solar_farm,,,Extraction,
r_091,Livestock Farming,farm,pure_water,3,,,,,,,,,,,3,food,6,biomass,2,waste_water,2,,,,,2 farms,1,,Extraction,
r_092,Aggressive Logging,forest,,,,,,,,,,,,,1,wood,10,biomass,5,,,,,,,,1,,Extraction,20
r_093,Sustainable Forestry,forest,,,,,,,,,,,,,0,wood,3,biomass,1,,,,,,,,,,Extraction,
r_094,Gentle Pruning,forest,,,,,,,,,,,,,1,wood,2,biomass,1,,,,,,,,,,Extraction,
r_095,National Park Tourism,forest,plasticss,1,,,,,,,,,,,2,wood,1,money,20,biomass,2,municipal_waste,1,,,,,,Extraction,
r_096,Lithium Phosphate Batteries,high_tech_manufactory,lithium_carbonate,2,chem_salts,2,copper_wiring,2,graphite,1,industrial_acids,1,,,3,lithium_battery,6,,,,,,,,,,1,,Extraction,
r_097,Redox Flow Batteries,high_tech_manufactory,chem_salts,4,plastics,4,alloy_ingots,2,industrial_acids,1,copper_pipe,1,,,3,flow_battery,8,,,,,,,,,,,,Extraction,
r_098,Alkaline Battery Manufacturing,factory,alloy_ingots,1,chem_salts,2,,,,,,,,,2,alkaline_battery,2,,,,,,,,,,1,,Extraction,
r_099,Sodium Ion Battery Manufacturing,assembly_plant,basic_salt,4,aluminium,2,graphite,1,,,,,,,2,sodium_battery,6,,,,,,,,,,,,Extraction,
r_100,High Quality Steel Alloying,eaf,steel,2,alloy_ingots,1,,,,,,,,,4,hq_steel,2,,,,,,,,,,,,Extraction,
r_101,Depolymerisation,poly_plant,municipal_waste,5,,,,,,,,,,,3,ethylene,2,,,,,,,,,,,,Extraction,
r_102,Water Treatment,water_treatment_plant,waste_water,5,,,,,,,,,,,2,pure_water,2,,,,,,,,,urban AND waste_water,,,Extraction,
r_103,Scrap Recycling,eaf,scrap,5,,,,,,,,,,,2,steel,2,,,,,,,,,,,,Extraction,
r_104,E-Waste Recycling,recycling_plant,municipal_waste,10,,,,,,,,,,,2,copper_wiring,1,rubber,1,aluminium,1,alloy_ingots,1,,,,,,Extraction,
r_105,Biowaste Recycling,recycling_plant,municipal_waste,5,,,,,,,,,,,3,biomass,2,,,,,,,,,,,,Extraction,
r_106,Waste to Power,power_plant,compressed_biomass,5,,,,,,,,,,,0,hydrocarbon_power,,,,,,,,,,,1,,Extraction,
r_107,Rare Earth Recycling,recycling_plant,battery_waste,5,sodium_hydroxide,1,,,,,,,,,2,refined_ree,2,,,,,,,,,,1,,Extraction,
r_108,Lithium Recycling,recycling_plant,battery_waste,5,industrial_acids,1,,,,,,,,,2,lithium_carbonate,2,,,,,,,,,,1,,Extraction,
r_109,Open Combined Gas Cycle Turbine,power_plant,methane,4,,,,,,,,,,,0,hydrocarbon_power,120,co2,4,,,,,,,,,,Extraction,
r_110,Aluminium Recycling,recycling_plant,municipal_waste,10,scrap,5,,,,,,,,,3,aluminium,2,,,,,,,,,,,,Extraction,
r_111,Consumer Beverages Bottling,consumer_goods_factory,glass,2,biomass,2,co2,1,,,,,,,3,consumer_drinks,2,,,,,,,,,,,,Extraction,
r_112,Consumer Beverages Canning,consumer_goods_factory,aluminium,1,biomass,2,co2,1,,,,,,,3,consumer_drinks,2,,,,,,,,,,,,Extraction,
r_113,Hydrochloric Acid Production,industrial_goods_factory,chlorine,2,hydrogen,2,,,,,,,,,2,industrial_acids,2,,,,,,,,,,2,,Extraction,
r_114,Sulphuric Acid Production,industrial_goods_factory,sulphur,2,pure_water,2,,,,,,,,,2,industrial_acids,2,,,,,,,,,,,,Extraction,
r_115,Generic Acid Production,industrial_goods_factory,chem_salts,4,hydrogen,2,,,,,,,,,2,industrial_acids,1,,,,,,,,,,,,Extraction,
r_116,ICE Car Production,factory,car_body,1,engine,1,glass,1,tyres,4,fuels,1,,,3,ice_car,2,,,,,,,,,,,,Extraction,
r_117,Automated ICE Car Assembly,assembly_plant,car_body,1,engine,1,glass,1,tyres,4,fuels,1,,,5,ice_car,3,,,,,,,,,,,,Extraction,
r_118,EV Assembly,assembly_plant,car_body,1,motor,4,glass,1,tyres,4,lithium_battery,4,cpu,1,4,ev_car,5,,,,,,,,,,,,Extraction,
r_119,Basic Circuit Soldering,factory,copper_wiring,4,plasticss,4,alloy_ingots,1,,,,,,,4,circuit_board,2,,,,,,,,,,,,Extraction,
r_120,Circuit Printing,assembly_plant,copper_wiring,2,plasticss,2,metallurgical_silicon,1,,,,,,,4,circuit_board,3,,,,,,,,,,,,Extraction,
r_121,Semiconductor Fabbing,assembly_plant,metallurgical_silicon,4,circuit_board,2,industrial_acids,1,refined_ree,2,,,,,5,cpu,2,,,,,,,,,,,,Extraction,
r_122,Fabless Semiconductors,high_tech_manufactory,polysilicon,4,circuit_board,2,chem_salts,1,refined_ree,2,,,,,4,cpu,3,,,,,,,,,,,,Extraction,
r_123,Semiconductor 3D Printing,high_tech_manufactory,polysilicon,4,circuit_board,1,refined_ree,1,,,,,,,4,cpu,4,,,,,,,,,,,,Extraction,
r_124,Computer Assembly,assembly_plant,circuit_board,2,cpu,1,aluminium,1,noble_gases,1,plasticss,2,,,3,computer,2,,,,,,,,,,,,Extraction,
r_125,Electrical Components Production,factory,copper_wiring,6,sulphur,1,chem_salts,1,plasticss,2,noble_gases,1,rubber,1,3,electrical_components,2,,,,,,,,,,,,Extraction,
r_126,Electrical Components 3D Printing,assembly_plant,copper_wiring,4,sulphur,1,chem_salts,1,plasticss,1,noble_gases,1,,,3,electrical_components,3,,,,,,,,,,,,Extraction,
r_127,SF6-free XLPE Electrical Components,high_tech_manufactory,plasticss,4,noble_gases,1,rubber,1,,,,,,,4,electrical_components,3,,,,,,,,,,,,Extraction,
r_128,Carbon Fibre Weaving,high_tech_manufactory,plasticss,6,graphite,2,,,,,,,,,3,carbon_fibre,3,,,,,,,,,,,,Extraction,
r_129,Carbon Fibre 3D Printing,high_tech_manufactory,plasticss,6,graphite,2,,,,,,,,,3,carbon_fibre,4,,,,,,,,,,,,Extraction,
r_130,Hydrogen Power,power_plant,hydrogen,2,,,,,,,,,,,0,power,100,,,,,,,,,,,,Extraction,
r_131,Alloy Metal Smelting,furnace,alloy_metal_ores,2,,,,,,,,,,,8,alloy_ingots,2,,,,,,,,,,,,Extraction,
r_132,Alloy Metal Electrolysis,electrolyser,alloy_metal_ores,4,sodium_hydroxide,1,,,,,,,,,12,alloy_ingots,5,,,,,,,,,,,,Extraction,
r_133,Alloy Metal Mining,mine,,,,,,,,,,,,,3,alloy_metal_ores,10,,,,,,,,,,,,Extraction,
r_134,Fibreglass Production,factory,glass,2,plastics,2,,,,,,,,,4,fibreglass,4,,,,,,,,,,,,Extraction,
r_135,Iron Air Batteries,factory,iron_ingots,6,oxygen,2,steel,4,pure_water,4,,,,,5,iron_battery,12,,,,,,,,,,,,Extraction,
r_136,Solid State Batteries,high_tech_manufactory,lithium_carbonate,6,noble_gases,4,refined_ree,2,alloy_ingots,4,metallurgical_silicon,2,,,6,solid_battery,2,,,,,,,,,,,,Extraction,
r_137,Basic Fermentation,bio_chem_plant,oil_crops,10,pure_water,5,,,,,,,,,2,ethanol,10,co2,5,,,,,,,,,,Extraction,
r_138,Celulosic Enzymatic Hydrolysis,bio_chem_plant,wood,10,spec_microbes,2,pure_water,5,,,,,,,3,ethanol,20,co2,1,,,,,,,,,,Extraction,
r_139,Transestesterification,bio_chem_plant,oil_crops,10,methanol,5,,,,,,,,,4,fuels,10,,,,,,,,,alloy_metal_ingots,,,Extraction,
r_140,HEFA Biofuels,bio_chem_plant,oil_crops,10,hydrogen,4,,,,,,,,,4,SAF,10,propane,2,,,,,,,,,,Extraction,
r_141,Crude Distillation,petro_refinery,crude_oil,10,,,,,,,,,,,5,heavy_oil,4,light_oil,4,petro_gases,2,co2,3,,,,,,Extraction,
r_142,Catalytic Cracking,petro_refinery,crude_oil,10,,,,,,,,,,,6,heavy_oil,2,light_oil,5,petro_gases,3,co2,3,,,,,,Extraction,
r_143,Gas to Methane,petro_refinery,petro_gases,6,,,,,,,,,,,3,methane,4,propane,1,co2,1,,,,,,,,Extraction,
r_144,Offshore Wind Power Generation,offshore_wind_farm,,,,,,,,,,,,,0,power,80,,,,,,,,,,,,Extraction,
r_145,Solar Power Generation,solar_farm,,,,,,,,,,,,,0,power,60,,,,,,,,,,,,Extraction,
r_146,Propane Dehydrogenation,petro_refinery,propane,1,,,,,,,,,,,3,hydrogen,1,ethylene,1,co2,1,,,,,,,,Extraction,
r_147,Steam Cracking,petro_refinery,light_oil,4,pure_water,2,,,,,,,,,4,ethylene,4,petro_gases,2,co2,2,,,,,,,,Extraction,
r_148,Delayed Coking,petro_refinery,heavy_oil,4,,,,,,,,,,,4,petro_coke,8,,,,,,,,,,,,Extraction,
r_149,Petroleum Needle Coke Calcination,petro_refinery,petro_coke,16,,,,,,,,,,,6,graphite,4,co2,4,,,,,,,,,,Extraction,
r_150,Petroleum Needle Coke Power,petro_refinery,petro_coke,8,,,,,,,,,,,0,power,120,co2,4,,,,,,,,,,Extraction,
r_151,Fischer Tropsch Process,petro_refinery,hydrogen,6,co2,4,,,,,,,,,6,fuels,6,,,,,,,,,,,,Extraction,
r_152,Low Heat Fischer Tropsch,chem_plant,hydrogen,6,co2,4,,,,,,,,,4,fuels,8,,,,,,,,,,,,Extraction,
r_153,Alcohol to Jet SAF,chem_plant,ethanol,6,hydrogen,3,,,,,,,,,8,SAF,6,pure_water,3,co2,3,,,,,,,,Extraction,
r_154,Power-to-Liquid SAF,chem_plant,hydrogen,12,co2,8,,,,,,,,,6,SAF,6,,,,,,,,,,,,Extraction,
r_155,Biomass Gassification,bio_chem_plant,biomass,6,pure_water,4,,,,,,,,,4,fuels,4,co2,1,,,,,,,,,,Extraction,
r_156,Coal Liquefaction,chem_plant,coal,10,hydrogen,2,,,,,,,,,6,fuels,4,co2,4,,,,,,,,,,Extraction,
r_157,CO2 Sequestration,chem_plant,co2,2,,,,,,,,,,,4,stored_co2,2,,,,,,,,,,,,Extraction,
r_158,Greenhouse Farming,farm,fertilisers,4,co2,1,pure_water,2,,,,,,,3,food,10,,,,,,,,,,,,Extraction,
r_159,Dense Vertical Farming,farm,fertilisers,4,co2,1,pure_water,1,,,,,,,4,food,8,,,,,,,,,urban tile,,,Extraction,
r_160,Micro Algae Digestion,bio_chem_plant,biomass,4,spec_microbes,2,pure_water,2,,,,,,,4,ethylene,2,,,,,,,,,,,,Extraction,
r_161,Medical Goods Production,high_tech_manufactory,plastics,10,oxygen,4,refined_ree,2,rubber,10,aluminium,2,glass,2,4,medical_components,4,,,,,,,,,,,,Extraction,
r_162,Agricultural Equipment Manufacturing (EV),assembly_plant,,,,,,,,,,,,,4,,,,,,,,,,,,,,Extraction,
r_163,Agricultural Equipment Manufacturing (ICE),assembly_plant,,,,,,,,,,,,,4,,,,,,,,,,,,,,Extraction,
r_164,Train Assembly,assembly_plant,,,,,,,,,,,,,4,,,,,,,,,,,,,,Extraction,
r_165,Ship Components Manufacturing,assembly_plant,,,,,,,,,,,,,4,,,,,,,,,,,,,,Extraction,
r_166,Airplane Components Manufacturing,assembly_plant,,,,,,,,,,,,,4,,,,,,,,,,,,,,Extraction,
r_167,Optics Assembly,high_tech_manufactory,,,,,,,,,,,,,3,,,,,,,,,,,,,,Extraction,
r_168,Saponification,bio_chem_plant,,,,,,,,,,,,,3,,,,,,,,,,,,,,Extraction,
r_169,Artisanal Toiletries ,consumer_goods_factory,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
r_170,Industrial Toiletries Production,chem_plant,,,,,,,,,,,,,3,,,,,,,,,,,,,,,
r_171,Sawmilling,timber_paper_factory,,,,,,,,,,,,,3,,,,,,,,,,,,,,,
r_172,Furniture Manufacturing,factory,,,,,,,,,,,,,3,,,,,,,,,,,,,,,
r_173,Natural Home Furnishings Weaving,factory,,,,,,,,,,,,,3,,,,,,,,,,,,,,,
r_174,Synthetic Home Furnishings,factory,,,,,,,,,,,,,3,,,,,,,,,,,,,,,
r_175,Consumer Electronics Manufacture,factory,,,,,,,,,,,,,3,,,,,,,,,,,,,,,
r_176,Home Appliances Manufacture,factory,,,,,,,,,,,,,3,,,,,,,,,,,,,,,
r_177,Automated Home Appliances Assembly,assembly_plant,,,,,,,,,,,,,4,,,,,,,,,,,,,,,
r_178,Automated Consumer Electronics Assembly,assembly_plant,,,,,,,,,,,,,4,,,,,,,,,,,,,,,
r_179,Artisan Clothes Weaving and Sewing,factory,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
r_180,Industrial Clothes Production,factory,,,,,,,,,,,,,3,,,,,,,,,,,,,,,
r_181,Organic Fabric Production,factory,,,,,,,,,,,,,3,,,,,,,,,,,,,,,
r_182,Synthetic Fabric Production,factory,,,,,,,,,,,,,3,,,,,,,,,,,,,,,
r_183,Mixed Fabric Production,factory,,,,,,,,,,,,,3,,,,,,,,,,,,,,,
r_184,Thermo Mechanical Pulping,timber_paper_factory,wood,5,pure_water,4,,,,,,,,,6,wood_pulp,5,,,,,,,,,,,,,
r_185,Chemical Wood Bleaching,timber_paper_factory,wood,5,sodium_hydroxide,2,,,,,,,,,3,wood_pulp,5,,,,,,,,,,1,,,
r_186,Wood Pulp Bleaching,timber_paper_factory,wood_pulp,5,chlorine,2,,,,,,,,,5,paper_pulp,5,,,,,,,,,,,,,
r_187,Paper Goods Production,timber_paper_factory,paper_pulp,5,,,,,,,,,,,3,paper_goods,10,,,,,,,,,,,,,
r_188,Paper Pulp Oxygen Delignification,timber_paper_factory,wood_pulp,5,oxygen,2,pure_water,2,,,,,,,6,paper_pulp,10,,,,,,,,,,,,,
r_189,Wood Toy Craftsmanship,factory,wood,2,,,,,,,,,,,2,toys,10,,,,,,,,,,,,,
r_190,plastics Toy Manufacturing,factory,plastics,2,,,,,,,,,,,4,toys,20,,,,,,,,,,,,,
r_191,plastics Toy Mass Production,factory,plastics,4,,,,,,,,,,,5,toys,50,,,,,,,,,,,,,
r_192,Radial Axial Tire Production,factory,rubber,3,sulphur,2,steel,1,,,,,,,4,tyres,8,,,,,,,,,,,,,
r_193,Food Paper Packaging,consumer_goods_factory,food,5,paper_products,2,,,,,,,,,2,food_products,5,,,,,,,,,,,,,
r_194,plastics Food Packaging,consumer_goods_factory,food,5,plastics,2,,,,,,,,,2,food_products,5,,,,,,,,,,,,,
