recipe_id,display_name,building_id,building_display,buildable,category,required_research,catalysts,maintenance_cost,labour_unskilled,labour_skilled,labour_h_skilled,labour_source,energy_req,input_1,qty_1,input_1_price,input_2,qty_2,input_2_price,input_3,qty_3,input_3_price,input_4,qty_4,input_4_price,input_5,qty_5,input_5_price,input_6,qty_6,input_6_price,output_1,output_qty_1,output_1_price,output_2,output_qty_2,output_2_price,output_3,output_qty_3,output_3_price,output_4,output_qty_4,output_4_price,output_5,output_qty_5,output_5_price,revenue,input_bill,energy_cost,maintenance,labour_cost,net_standalone,rate_unskilled,rate_skilled,rate_h_skilled,grid_buy_price
r_030,Electric Concrete Production,eaf,Electric Arc Furnace,TRUE,Building Materials,,,5,2158,819,81,recipe,140,limestone,25,1.3528,pure_water,14,0.568,silica,14,4.2886,,,,,,,,,,concrete,28,6.0567,,,,,,,,,,,,,169.5876,101.8124,16.8000,5.0000,16.4920,29.4832,0.00304,0.00912,0.0304,0.12
r_031,Direct Reduced Iron Smelting,furnace,Furnace,TRUE,Iron Smelting,,,3,951,357,50,recipe,140,iron_ore,30,0.851,hydrogen,5,3.8691,,,,,,,,,,,,,iron_ingots,84,1.2809,,,,,,,,,,,,,107.5956,44.8755,16.8000,3.0000,7.6669,35.2532,0.00304,0.00912,0.0304,0.12
r_032,Lithium Ion Battery Manufacturing,factory,Industrial Goods Factory,TRUE,Batteries,,,10.5,4239,1590,161,recipe,20,lithium_carbonate,9,13.4745,electrical_components,4,14.4927,graphite,3,12.6876,alloy_ingots,9,2.2509,,,,,,,lithium_battery,6,50.5901,,,,,,,,,,,,,303.5406,237.5622,2.4000,10.5000,32.2818,20.7966,0.00304,0.00912,0.0304,0.12
r_033,Construction Equiment Assembly (ICE),factory,Industrial Goods Factory,TRUE,Industrial Equipment,,,10.5,7114,2668,270,recipe,20,steel,13,2.3679,rubber,8,5.8216,plastics,10,9.2045,fuels,11,3.3941,motor,20,11.3283,,,,construction_equipment_ice,12,43,,,,,,,,,,,,,516.0000,433.3016,2.4000,10.5000,54.1667,15.6317,0.00304,0.00912,0.0304,0.12
r_034,Construction Equipment Assembly (EV),factory,Industrial Goods Factory,TRUE,Industrial Equipment,,,10.5,6319,2370,240,recipe,20,steel,13,2.3679,rubber,8,5.8216,plastics,10,9.2045,lithium_battery,4,50.5901,motor,10,11.3283,,,,construction_equipment_ev,12,46.0876,,,,,,,,,,,,,553.0512,485.0439,2.4000,10.5000,48.1202,6.9871,0.00304,0.00912,0.0304,0.12
r_035,Silica Washing,petro_refinery,Petrochemical Refinery,TRUE,Refining,,,8,882,335,50,recipe,70,sand,14,0.7585,pure_water,14,0.568,,,,,,,,,,,,,silica,12,4.2886,,,,,,,,,,,,,51.4632,18.5710,8.4000,8.0000,7.2565,9.2357,0.00304,0.00912,0.0304,0.12
r_037,Onshore wind generation,onshore_wind_farm,Onshore Wind Farm,TRUE,Power,,,3,500,100,50,recipe,0,,,,,,,,,,,,,,,,,,,power,228,0.11,,,,,,,,,,,,,25.0800,0.0000,0.0000,3.0000,3.9520,18.1280,0.00304,0.00912,0.0304,0.12
r_038,Gas Combined Cycle Turbines,power_plant,Power plant,TRUE,Power,,,8,500,126,66,recipe,0,processed_oil,6,3.6601,,,,,,,,,,,,,,,,power,600,0.11,,,,,,,,,,,,,66.0000,21.9606,0.0000,8.0000,4.6755,31.3639,0.00304,0.00912,0.0304,0.12
r_039,Lithium Electrolysis,electrolyser,Electrolyser,TRUE,Electrochemistry,,,1.5,500,470,758,recipe,160,lithium_ore,12,4.1951,,,,,,,,,,,,,,,,lithium_carbonate,9,13.4745,,,,,,,,,,,,,121.2705,50.3412,19.2000,1.5000,28.8496,21.3797,0.00304,0.00912,0.0304,0.12
r_040,Bayer Process,furnace,Furnace,TRUE,Aluminium Smelting,,,3,851,319,50,recipe,140,bauxite_ore,20,1.6872,sodium_hydroxide,8,1.0394,,,,,,,,,,,,,alumina,30,2.8469,,,,,,,,,,,,,85.4070,42.0592,16.8000,3.0000,7.0163,16.5315,0.00304,0.00912,0.0304,0.12
r_041,Rare Earth Reduction,electrolyser,Electrolyser,TRUE,Electrochemistry,,,1.5,915,343,50,recipe,240,ree_ore,9,2.8017,sodium_hydroxide,5,1.0394,chlorine,6,1.3964,,,,,,,,,,refined_ree,6,15.3914,,,,,,,,,,,,,92.3484,38.7907,28.8000,1.5000,7.4298,15.8279,0.00304,0.00912,0.0304,0.12
r_042,Bio-Graphitisation,furnace,Furnace,TRUE,Carbon,,,3,682,256,50,recipe,240,carbonised_biomass,16,5.5868,ammonia,9,4.0021,,,,,,,,,,,,,graphite,12,12.6876,,,,,,,,,,,,,152.2512,125.4077,28.8000,3.0000,5.9280,-10.8845,0.00304,0.00912,0.0304,0.12
r_043,Biomass Compression,bio_chem_plant,,FALSE,Carbon,,,,500,100,50,recipe,20,biomass,2,2.4998,,,,,,,,,,,,,,,,compressed_biomass,1,0,,,,,,,,,,,,,0.0000,4.9996,2.4000,,3.9520,,0.00304,0.00912,0.0304,0.12
r_044,Silicon Smelting,eaf,Electric Arc Furnace,TRUE,Silicon Smelting,,,5,1162,441,50,recipe,140,silica,9,4.2886,coal,20,0.5727,,,,,,,,,,,,,metallurgical_silicon,20,4.8344,,,,,,,,,,,,,96.6880,50.0514,16.8000,5.0000,9.0744,15.7622,0.00304,0.00912,0.0304,0.12
r_045,Polysilicon (Siemens) Smelting,chem_plant,Chemical Plant,TRUE,Chemistry,,,7,2408,903,91,recipe,240,metallurgical_silicon,6,4.8344,,,,,,,,,,,,,,,,polysilicon,4,26.9533,,,,,,,,,,,,,107.8132,29.0064,28.8000,7.0000,18.3221,24.6847,0.00304,0.00912,0.0304,0.12
r_046,Haber Bosch Process,chem_plant,Chemical Plant,TRUE,Chemistry,,,7,2809,1054,107,recipe,140,nitrogen,8,1.2936,hydrogen,12,3.8691,,,,,,,,,,,,,ammonia,30,4.0021,,,,,,,,,,,,,120.0630,56.7780,16.8000,7.0000,21.4046,18.0804,0.00304,0.00912,0.0304,0.12
r_047,Fertilisers Production,chem_plant,Chemical Plant,TRUE,Chemistry,,,7,2809,1054,107,recipe,70,ammonia,9,4.0021,chem_salts,8,1.4722,biomass,11,2.4998,,,,,,,,,,fertilisers,24,6.0704,,,,,,,,,,,,,145.6896,75.2943,8.4000,7.0000,21.4046,33.5907,0.00304,0.00912,0.0304,0.12
r_048,Direct Lithium Extraction,brine_processing_plant,,FALSE,Mineral Mining,,,,500,100,50,recipe,30,chem_salts,3,1.4722,pure_water,10,0.568,,,,,,,,,,,,,lithium_carbonate,1,13.4745,chlorine,1,1.3964,,,,,,,,,,14.8709,10.0966,3.6000,,3.9520,,0.00304,0.00912,0.0304,0.12
r_049,Brine Evaporation,brine_processing_plant,,FALSE,Mineral Mining,,,,500,100,50,recipe,30,,,,,,,,,,,,,,,,,,,sulphur,1,1.4083,chem_salts,5,1.4722,basic_salt,3,0.7485,,,,,,,11.0148,0.0000,3.6000,,3.9520,,0.00304,0.00912,0.0304,0.12
r_050,Aluminium (Hall Heroult) Smelting,furnace,Furnace,TRUE,Aluminium Smelting,,,3,505,189,30,recipe,240,alumina,20,2.8469,graphite,3,12.6876,chem_salts,5,1.4722,,,,,,,,,,aluminium,20,7.6177,,,,,,,,,,,,,152.3540,102.3618,28.8000,3.0000,4.1709,14.0213,0.00304,0.00912,0.0304,0.12
r_051,Desalination,desal_plant,Desalination Plant,TRUE,Water,,,1.5,1631,252,50,recipe,70,,,,,,,,,,,,,,,,,,,pure_water,40,0.568,basic_salt,10,0.7485,chem_salts,5,1.4722,,,,,,,37.5660,0.0000,8.4000,1.5000,8.7765,18.8895,0.00304,0.00912,0.0304,0.12
r_053,Industrial Glassmaking,furnace,Furnace,TRUE,Glassmaking,,,3,1114,418,50,recipe,140,sand,32,0.7585,sodium_hydroxide,9,1.0394,limestone,9,1.3528,,,,,,,,,,glass,32,2.7808,,,,,,,,,,,,,88.9856,45.8018,16.8000,3.0000,8.7187,14.6651,0.00304,0.00912,0.0304,0.12
r_054,High Strength Glassmaking,furnace,Furnace,TRUE,Glassmaking,,,3,500,100,50,recipe,140,silica,6,4.2886,alumina,16,2.8469,sulphur,7,1.4083,,,,,,,,,,glass,48,2.7808,,,,,,,,,,,,,133.4784,81.1401,16.8000,3.0000,3.9520,28.5863,0.00304,0.00912,0.0304,0.12
r_055,uPVC Window Manufacturing,industrial_factory,Industrial Goods Factory,TRUE,Building Materials,,,10.5,6552,2457,248,recipe,20,glass,23,2.7808,pvc,13,8.4971,,,,,,,,,,,,,windows,18,15.2147,,,,,,,,,,,,,273.8646,174.4207,2.4000,10.5000,49.8651,36.6788,0.00304,0.00912,0.0304,0.12
r_056,Window Manufacturing,industrial_factory,Industrial Goods Factory,TRUE,Building Materials,,,10.5,4373,1640,208,recipe,40,glass,31,2.7808,aluminium,10,7.6177,,,,,,,,,,,,,windows,16,15.2147,,,,,,,,,,,,,243.4352,162.3818,4.8000,10.5000,34.5739,31.1795,0.00304,0.00912,0.0304,0.12
r_057,Building Frame Manufacture,assembly_plant,Assembly Plant,TRUE,Building Materials,,,19.5,5208,4631,1559,recipe,20,steel,16,2.3679,windows,13,15.2147,copper_pipe,6,4.0436,electrical_components,4,14.4927,,,,,,,building_frame,25,18.6867,,,,,,,,,,,,,467.1675,317.9099,2.4000,19.5000,105.4606,21.8970,0.00304,0.00912,0.0304,0.12
r_058,Solar Panel Manufacturing,assembly_plant,Assembly Plant,TRUE,Solar Panels,,,19.5,4435,3943,1328,recipe,20,metallurgical_silicon,20,4.8344,electrical_components,4,14.4927,alloy_ingots,9,2.2509,aluminium,6,7.6177,,,,,,,solar_panel,8,44.5997,,,,,,,,,,,,,356.7976,220.6231,2.4000,19.5000,89.8138,24.4607,0.00304,0.00912,0.0304,0.12
r_059,Wind Turbine Manufacturing,assembly_plant,Assembly Plant,TRUE,Wind Turbines,,,19.5,3157,2807,945,recipe,20,fibreglass,3,19.3521,refined_ree,2,15.3914,motor,9,11.3283,electrical_components,4,14.4927,,,,,,,wind_turbine,3,119.192,,,,,,,,,,,,,357.5760,248.7646,2.4000,19.5000,63.9251,22.9863,0.00304,0.00912,0.0304,0.12
r_060,Durable Perovskite Solar Panels,assembly_plant,Assembly Plant,TRUE,Solar Panels,,,19.5,3157,2807,945,recipe,20,polysilicon,6,26.9533,electrical_components,4,14.4927,alloy_ingots,9,2.2509,aluminium,6,7.6177,plastics,3,9.2045,,,,solar_panel,12,44.5997,,,,,,,,,,,,,535.1964,313.2684,2.4000,19.5000,63.9251,136.1029,0.00304,0.00912,0.0304,0.12
r_061,Segmented Assembly Wind Turbines,assembly_plant,Assembly Plant,TRUE,Wind Turbines,,,19.5,3157,2807,945,recipe,20,fibreglass,2,19.3521,refined_ree,2,15.3914,motor,9,11.3283,electrical_components,4,14.4927,,,,,,,wind_turbine,3,119.192,,,,,,,,,,,,,357.5760,229.4125,2.4000,19.5000,63.9251,42.3384,0.00304,0.00912,0.0304,0.12
r_062,Carbon Fibre Wind Turbines,high_tech_manufactory,High Tech Manufactory,FALSE,Wind Turbines,,,13.5,2275,2023,679,recipe,20,fibreglass,2,19.3521,carbon_fibre,2,0,refined_ree,2,15.3914,,,,,,,,,,wind_turbine,5,119.192,,,,,,,,,,,,,595.9600,69.4870,2.4000,,46.0074,,0.00304,0.00912,0.0304,0.12
r_063,Heterojunction Solar Panels,high_tech_manufactory,High Tech Manufactory,TRUE,Solar Panels,,,13.5,2299,2044,686,recipe,20,polysilicon,8,26.9533,electrical_components,4,14.4927,alloy_ingots,9,2.2509,aluminium,6,7.6177,plastics,3,9.2045,,,,solar_panel,12,44.5997,,,,,,,,,,,,,535.1964,367.1750,2.4000,13.5000,46.4846,105.6368,0.00304,0.00912,0.0304,0.12
r_064,Triple Tandem Solar Panels,high_tech_manufactory,High Tech Manufactory,TRUE,Solar Panels,,,13.5,2447,2176,731,recipe,20,polysilicon,8,26.9533,electrical_components,4,14.4927,alloy_ingots,9,2.2509,aluminium,6,7.6177,refined_ree,2,15.3914,,,,solar_panel,15,44.5997,,,,,,,,,,,,,668.9955,370.3443,2.4000,13.5000,49.5064,233.2448,0.00304,0.00912,0.0304,0.12
r_065,SynRM Magnetless Motors,assembly_plant,Assembly Plant,TRUE,Industrial Equipment,,,19.5,4118,3661,1233,recipe,20,steel,33,2.3679,copper_wiring,16,4.7361,plastics,3,9.2045,,,,,,,,,,motor,27,11.3283,,,,,,,,,,,,,305.8641,181.5318,2.4000,19.5000,83.3902,19.0421,0.00304,0.00912,0.0304,0.12
r_066,Axial Flux Motors,assembly_plant,Assembly Plant,TRUE,Industrial Equipment,,,19.5,1783,3130,2410,recipe,20,steel,13,2.3679,copper_wiring,12,4.7361,refined_ree,3,15.3914,alloy_ingots,9,2.2509,,,,,,,motor,28,11.3283,,,,,,,,,,,,,317.1924,154.0482,2.4000,19.5000,107.2299,34.0143,0.00304,0.00912,0.0304,0.12
r_067,Rubber Vulcanisation,chem_plant,Chemical Plant,TRUE,Vehicle Components,,,7,3383,1269,128,recipe,20,rubber,16,5.8216,sulphur,12,1.4083,,,,,,,,,,,,,tyres,25,6.4164,,,,,,,,,,,,,160.4100,110.0452,2.4000,7.0000,25.7488,15.2160,0.00304,0.00912,0.0304,0.12
r_068,Car Body Manufacturing,factory,Industrial Goods Factory,TRUE,Vehicle Components,,,10.5,5472,2052,207,recipe,20,steel,21,2.3679,aluminium,7,7.6177,plastics,3,9.2045,,,,,,,,,,car_body,15,13.4924,,,,,,,,,,,,,202.3860,130.6633,2.4000,10.5000,41.6419,17.1808,0.00304,0.00912,0.0304,0.12
r_069,Lightweight Car Bodies,assembly_plant,Assembly Plant,TRUE,Vehicle Components,,,19.5,3774,3356,1130,recipe,20,steel,13,2.3679,aluminium,6,7.6177,fibreglass,3,19.3521,,,,,,,,,,car_body,20,13.4924,,,,,,,,,,,,,269.8480,134.5452,2.4000,19.5000,76.4317,36.9711,0.00304,0.00912,0.0304,0.12
r_070,Superlightweight Car Bodies,assembly_plant,Assembly Plant,FALSE,Vehicle Components,,,19.5,3157,2807,945,recipe,20,aluminium,4,7.6177,carbon_fibre,1,0,,,,,,,,,,,,,car_body,4,13.4924,,,,,,,,,,,,,53.9696,30.4708,2.4000,,63.9251,,0.00304,0.00912,0.0304,0.12
r_071,ICE Engine Manufacturing,factory,Industrial Goods Factory,TRUE,Vehicle Components,,,10.5,7114,2668,270,recipe,20,steel,16,2.3679,copper_wiring,16,4.7361,aluminium,10,7.6177,processed_oil,6,3.6601,alkaline_battery,7,6.9752,,,,engine,6,57.8943,,,,,,,,,,,,,347.3658,260.6280,2.4000,10.5000,54.1667,19.6711,0.00304,0.00912,0.0304,0.12
r_072,V8 Engine Manufacturing,factory,Industrial Goods Factory,TRUE,Vehicle Components,,,10.5,2968,3273,1460,recipe,20,steel,13,2.3679,aluminium,7,7.6177,processed_oil,9,3.6601,electrical_components,4,14.4927,alkaline_battery,7,6.9752,,,,engine,6,57.8943,,,,,,,,,,,,,347.3658,223.8447,2.4000,10.5000,83.2565,27.3646,0.00304,0.00912,0.0304,0.12
r_073,Large Vehicle Engine Manufacturing,assembly_plant,Assembly Plant,TRUE,Vehicle Components,,,19.5,5863,5213,1755,recipe,20,steel,32,2.3679,aluminium,15,7.6177,processed_oil,13,3.6601,electrical_components,6,14.4927,alkaline_battery,8,6.9752,,,,large_engine,10,54.4058,,,,,,,,,,,,,544.0580,380.3774,2.4000,19.5000,118.7181,23.0625,0.00304,0.00912,0.0304,0.12
r_074,Hybrid Engine Manufacturing,assembly_plant,Assembly Plant,TRUE,Vehicle Components,,,19.5,1545,1374,463,recipe,20,aluminium,7,7.6177,circuit_board,4,21.0104,processed_oil,6,3.6601,lithium_battery,2,50.5901,motor,9,11.3283,,,,engine,9,57.8943,,,,,,,,,,,,,521.0487,362.4610,2.4000,19.5000,31.3029,105.3848,0.00304,0.00912,0.0304,0.12
r_076,Electric Arc Steelmaking,eaf,Electric Arc Furnace,TRUE,Steel Production,,,5,1356,515,51,recipe,140,iron_ingots,21,1.2809,hydrogen,5,3.8691,,,,,,,,,,,,,steel,54,2.3679,,,,,,,,,,,,,127.8666,46.2444,16.8000,5.0000,10.3694,49.4528,0.00304,0.00912,0.0304,0.12
r_077,HIsarna Steel Making,furnace,Furnace,TRUE,Steel Production,,,3,820,308,50,recipe,140,iron_ingots,21,1.2809,oxygen,4,0.275,coal,18,0.5727,,,,,,,,,,steel,44,2.3679,,,,,,,,,,,,,104.1876,38.3075,16.8000,3.0000,6.8218,39.2583,0.00304,0.00912,0.0304,0.12
r_078,Methane Pyrolysis,electrolyser,Electrolyser,TRUE,Electrochemistry,,,1.5,818,307,50,recipe,140,processed_oil,18,3.6601,,,,,,,,,,,,,,,,hydrogen,16,3.8691,graphite,8,12.6876,,,,,,,,,,163.4064,65.8818,16.8000,1.5000,6.8066,72.4180,0.00304,0.00912,0.0304,0.12
r_079,Water Electrolysis,electrolyser,Electrolyser,TRUE,Electrochemistry,,,1.5,784,294,50,recipe,240,pure_water,16,0.568,,,,,,,,,,,,,,,,hydrogen,16,3.8691,oxygen,8,0.275,,,,,,,,,,64.1056,9.0880,28.8000,1.5000,6.5846,18.1330,0.00304,0.00912,0.0304,0.12
r_080,Membraneless Electrolysis,electrolyser,Electrolyser,TRUE,Electrochemistry,,,1.5,784,294,50,recipe,240,pure_water,14,0.568,,,,,,,,,,,,,,,,hydrogen,16,3.8691,oxygen,8,0.275,,,,,,,,,,64.1056,7.9520,28.8000,1.5000,6.5846,19.2690,0.00304,0.00912,0.0304,0.12
r_081,Fluidised Bed Reactor + CZ Silicon,chem_plant,Chemical Plant,TRUE,Chemistry,,,7,963,361,50,recipe,240,metallurgical_silicon,6,4.8344,industrial_acids,7,7.5376,hydrogen,5,3.8691,alloy_ingots,9,2.2509,,,,,,,polysilicon,8,26.9533,,,,,,,,,,,,,215.6264,121.3732,28.8000,7.0000,7.7398,50.7134,0.00304,0.00912,0.0304,0.12
r_082,Electric Calcination Alumina,chem_plant,Chemical Plant,TRUE,Aluminium Smelting,,,7,3440,1290,130,recipe,200,bauxite_ore,20,1.6872,hydrogen,5,3.8691,sodium_hydroxide,6,1.0394,,,,,,,,,,alumina,54,2.8469,,,,,,,,,,,,,153.7326,59.3259,24.0000,7.0000,26.1744,37.2323,0.00304,0.00912,0.0304,0.12
r_083,ELYSIS Aluminium,eaf,Electric Arc Furnace,TRUE,Aluminium Smelting,,,5,1389,528,52,recipe,200,alumina,16,2.8469,chem_salts,6,1.4722,,,,,,,,,,,,,aluminium,15,7.6177,alloy_ingots,3,2.2509,,,,,,,,,,121.0182,54.3836,24.0000,5.0000,10.6187,27.0159,0.00304,0.00912,0.0304,0.12
